ENSEMBL	SYMBOL	GENENAME	GENETYPE	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSG00000015413	DPEP1	dipeptidase 1	protein-coding	37.2309934255177	2.01515217209193	0.47522873455264	4.24038368384628	2.23138040976121e-05	0.00148978657296831
ENSG00000017427	IGF1	insulin like growth factor 1	protein-coding	234.196501229423	1.37069961937145	0.372263077641736	3.68207244203413	0.000231345647914408	0.00787906429809893
ENSG00000019102	VSIG2	V-set and immunoglobulin domain containing 2	protein-coding	354.105788254604	-1.02441017956523	0.298492233554027	-3.43194919133402	0.000599259816997996	0.0157920466094334
ENSG00000019186	CYP24A1	cytochrome P450 family 24 subfamily A member 1	protein-coding	347.990954361716	4.07096619722259	1.0370475817244	3.92553463212689	8.65373178146599e-05	0.00409304691754479
ENSG00000021852	C8B	complement C8 beta chain	protein-coding	63.7641707472602	-1.92566132612422	0.513210592074231	-3.75218546901247	0.000175299695880253	0.00652872115660145
ENSG00000023445	BIRC3	baculoviral IAP repeat containing 3	protein-coding	1741.50742637619	1.30276476330676	0.348304559668878	3.74030349917113	0.000183798188800383	0.00676470006141108
ENSG00000025423	HSD17B6	hydroxysteroid 17-beta dehydrogenase 6	protein-coding	368.815385436301	-1.51636657803586	0.444401402116267	-3.41215525156948	0.000644513944423034	0.016585441679107
ENSG00000026751	SLAMF7	SLAM family member 7	protein-coding	313.641868186618	1.45940191187148	0.404821349209786	3.60505174620914	0.000312090737456217	0.00989070196751621
ENSG00000029993	HMGB3	high mobility group box 3	protein-coding	593.394251184924	1.79433888126335	0.471937429653044	3.80206944505863	0.000143492491144483	0.0056700829819045
ENSG00000033867	SLC4A7	solute carrier family 4 member 7	protein-coding	1374.11693336841	1.22509702326952	0.320378001422636	3.82391118562912	0.000131351246590178	0.0054340865879172
ENSG00000042980	ADAM28	ADAM metallopeptidase domain 28	protein-coding	438.712425007229	1.38407701216592	0.387451513100537	3.57225863202855	0.000353915627341238	0.0107346237162684
ENSG00000043591	ADRB1	adrenoceptor beta 1	protein-coding	187.693119415913	-1.49330820020724	0.393103420382347	-3.79876674376121	0.000145417868348337	0.00571724577910277
ENSG00000044524	EPHA3	EPH receptor A3	protein-coding	358.268483460603	1.89331136347552	0.38540197229035	4.91256272567584	8.9893610678094e-07	0.000126191037194845
ENSG00000049089	COL9A2	collagen type IX alpha 2 chain	protein-coding	201.263323878305	1.42793427483905	0.358697764239103	3.98088423513901	6.86593833373016e-05	0.00348390993664194
ENSG00000049323	LTBP1	latent transforming growth factor beta binding protein 1	protein-coding	2652.70864556695	1.07430332382704	0.279456623996984	3.8442578617805	0.000120917809763294	0.00514170702137159
ENSG00000049768	FOXP3	forkhead box P3	protein-coding	25.7795816714958	1.33258905532113	0.389815021646942	3.41851642784577	0.000629635168433964	0.0163757488759328
ENSG00000050628	PTGER3	prostaglandin E receptor 3	protein-coding	138.831890407412	1.38115999076218	0.425871975404814	3.24313425284516	0.00118222489938273	0.0248460106253189
ENSG00000050730	TNIP3	TNFAIP3 interacting protein 3	protein-coding	180.485792530969	1.82748430932167	0.521017375328374	3.50753045072611	0.000452286587412712	0.0126982358689115
ENSG00000052344	PRSS8	serine protease 8	protein-coding	635.372940106303	-1.12576332494832	0.295310802224105	-3.81213052983413	0.000137774081848272	0.0055570835652785
ENSG00000052802	MSMO1	methylsterol monooxygenase 1	protein-coding	1802.77118814195	-2.06595466869642	0.473144484805811	-4.36643506379311	1.2629081020308e-05	0.000953560844942868
ENSG00000053747	LAMA3	laminin subunit alpha 3	protein-coding	3941.45558021485	-1.14012903393721	0.356940477814082	-3.19417131091271	0.00140232874050837	0.0281486846804013
ENSG00000054598	FOXC1	forkhead box C1	protein-coding	178.182624129269	1.48944280660567	0.359202439326317	4.14652753861894	3.37555596803613e-05	0.00204202486585699
ENSG00000054803	CBLN4	cerebellin 4 precursor	protein-coding	42.8570442117725	2.12433294335899	0.436239609321872	4.8696470883541	1.11797738078484e-06	0.000144015215657689
ENSG00000055813	CCDC85A	coiled-coil domain containing 85A	protein-coding	188.334963778026	-1.61042420210057	0.456654640065912	-3.52656922935925	0.00042098108977383	0.0120510652090942
ENSG00000056736	IL17RB	interleukin 17 receptor B	protein-coding	176.827000503144	-1.08290190890747	0.298680957375265	-3.62561416175892	0.000288275507244889	0.009308584768062
ENSG00000057149	SERPINB3	serpin family B member 3	protein-coding	153.053887699433	3.91786332868033	1.10270681529359	3.55295104223802	0.000380935353163733	0.0112427268179684
ENSG00000057294	PKP2	plakophilin 2	protein-coding	260.663003947068	1.90898443113971	0.446177824692843	4.27852825822056	1.8813310887306e-05	0.0013037743516491
ENSG00000057657	PRDM1	PR/SET domain 1	protein-coding	730.377861428405	1.30943442929502	0.272228848240217	4.81005021238441	1.50892385445556e-06	0.000183577352715124
ENSG00000061656	SPAG4	sperm associated antigen 4	protein-coding	84.4349384185767	1.2516157254911	0.320157192014513	3.90937875740228	9.25337833032808e-05	0.00431267679777122
ENSG00000062038	CDH3	cadherin 3	protein-coding	617.933049701795	1.99731962680592	0.455126313982922	4.38849516154513	1.14137673557844e-05	0.000889502104357023
ENSG00000064655	EYA2	EYA transcriptional coactivator and phosphatase 2	protein-coding	139.455818454786	2.05989072034682	0.471834316044086	4.36570772896975	1.26711816009121e-05	0.000953560844942868
ENSG00000064886	CHI3L2	chitinase 3 like 2	protein-coding	859.546711378812	-2.12109016923977	0.50794668882895	-4.17581257224032	2.96924227612872e-05	0.00184202369985674
ENSG00000064989	CALCRL	calcitonin receptor like receptor	protein-coding	3027.00594705147	-1.50366849281475	0.370369855528191	-4.05991057417548	4.90915140172055e-05	0.0026809353253436
ENSG00000065357	DGKA	diacylglycerol kinase alpha	protein-coding	544.714924330526	1.01397843083324	0.191413790201673	5.29731128444252	1.17520258775697e-07	2.47459244897018e-05
ENSG00000065618	COL17A1	collagen type XVII alpha 1 chain	protein-coding	496.237754681091	3.01651892002709	0.501390502631964	6.01630646011918	1.78441610624683e-09	7.81538566213988e-07
ENSG00000067064	IDI1	isopentenyl-diphosphate delta isomerase 1	protein-coding	1216.42168549917	-1.18610143309053	0.333779226898328	-3.55355078299054	0.000380067809746484	0.0112322604124673
ENSG00000068001	HYAL2	hyaluronidase 2	protein-coding	1327.67227193172	-1.08591598788982	0.359277666164658	-3.02249788995273	0.00250697830578043	0.0408782566039704
ENSG00000070778	PTPN21	protein tyrosine phosphatase non-receptor type 21	protein-coding	1081.99345646809	-1.20657250146117	0.318372242509713	-3.78981688840026	0.000150758376540967	0.00585364838274937
ENSG00000071242	RPS6KA2	ribosomal protein S6 kinase A2	protein-coding	2938.72649415952	-1.0139144884429	0.331048671813787	-3.06273540651214	0.00219323892343821	0.0376703836740182
ENSG00000072694	FCGR2B	Fc fragment of IgG receptor IIb	protein-coding	226.809695330658	1.37430523945358	0.38529800198486	3.56686313547918	0.000361280047743635	0.010855719717274
ENSG00000072858	SIDT1	SID1 transmembrane family member 1	protein-coding	223.856224120789	1.15634380627708	0.25125373830086	4.60229493139891	4.17860914472744e-06	0.000410346913275275
ENSG00000073282	TP63	tumor protein p63	protein-coding	237.26055502306	1.80976432610649	0.580310579599294	3.11861335934309	0.00181704229532123	0.0332704090512037
ENSG00000073464	CLCN4	chloride voltage-gated channel 4	protein-coding	268.154753230939	-1.00583375917685	0.206070627533565	-4.8810146851861	1.05541381501644e-06	0.000141224004585401
ENSG00000075461	CACNG4	calcium voltage-gated channel auxiliary subunit gamma 4	protein-coding	139.382496447686	-1.3792288391339	0.381728651594835	-3.61311322420147	0.000302542513064348	0.00962991060115721
ENSG00000078018	MAP2	microtubule associated protein 2	protein-coding	875.757664886072	-1.13413188287459	0.256274738042868	-4.4254532910102	9.62399799099127e-06	0.00078347930113278
ENSG00000078114	NEBL	nebulette	protein-coding	3027.27794037868	-1.02011227820758	0.209013547229917	-4.88060363420102	1.05761618119575e-06	0.000141224004585401
ENSG00000078589	P2RY10	P2Y receptor family member 10	protein-coding	100.380915633849	1.50091560140896	0.447706957956675	3.35245091624018	0.000800994431279215	0.019128655453199
ENSG00000079459	FDFT1	farnesyl-diphosphate farnesyltransferase 1	protein-coding	1766.91552002616	-1.06621603067685	0.294178521055782	-3.62438435970883	0.000289650581994215	0.00931432906768181
ENSG00000081052	COL4A4	collagen type IV alpha 4 chain	protein-coding	1534.76488215762	-1.17944034057185	0.377852212197043	-3.12143293726913	0.00179973233981451	0.0330086587182563
ENSG00000082196	C1QTNF3	C1q and TNF related 3	protein-coding	72.8130096295696	1.14887612015257	0.243272725075917	4.72258499095631	2.32865723848684e-06	0.000256257612390067
ENSG00000083454	P2RX5	purinergic receptor P2X 5	protein-coding	22.2265637086801	1.46938534936489	0.453348900383551	3.24117991269358	0.00119036031462639	0.0249930014669255
ENSG00000084710	EFR3B	EFR3 homolog B	protein-coding	305.986989626162	-1.57678175918731	0.366823443443756	-4.29847597630185	1.71976537104184e-05	0.00120336177123019
ENSG00000086570	FAT2	FAT atypical cadherin 2	protein-coding	479.525715457126	2.16351097276698	0.611276696194368	3.53933167456959	0.00040114150268384	0.0117127970230312
ENSG00000087258	GNAO1	G protein subunit alpha o1	protein-coding	81.9716294647622	1.37017729234814	0.444908938065787	3.07968030110813	0.00207222900065067	0.0363192860317644
ENSG00000088340	FER1L4	fer-1 like family member 4 (pseudogene)	pseudo	196.438106067249	2.13523253846165	0.518664543247388	4.11678910050962	3.84187330667364e-05	0.00223164943084472
ENSG00000088836	SLC4A11	solute carrier family 4 member 11	protein-coding	124.062383786033	1.7042623263447	0.535288538462639	3.18381994734911	0.00145345389109963	0.0286749430280998
ENSG00000088882	CPXM1	carboxypeptidase X, M14 family member 1	protein-coding	166.041451479018	1.76802879068124	0.499408564742608	3.54024523306378	0.000399755387079038	0.0116987040690234
ENSG00000090013	BLVRB	biliverdin reductase B	protein-coding	1124.17280798726	-1.13163750156148	0.274353588437115	-4.12474102492327	3.71152139195513e-05	0.00217322478509159
ENSG00000090104	RGS1	regulator of G protein signaling 1	protein-coding	2455.93029269359	2.08621251253861	0.363587132140248	5.73786123908777	9.58796187697561e-09	3.23025810990598e-06
ENSG00000090530	P3H2	prolyl 3-hydroxylase 2	protein-coding	941.111303329945	-1.63071787025142	0.365407820893409	-4.46273390171118	8.09205194684092e-06	0.000684200175999496
ENSG00000090659	CD209	CD209 molecule	protein-coding	96.7439411567903	1.07567753728117	0.287799970758222	3.73758737517329	0.000185794532362348	0.00682670212114606
ENSG00000091428	RAPGEF4	Rap guanine nucleotide exchange factor 4	protein-coding	481.637875181373	-1.19912700289053	0.335205020280502	-3.5772942836211	0.000347169248179895	0.0106629163616992
ENSG00000091583	APOH	apolipoprotein H	protein-coding	40.3245511952894	-1.74076793065176	0.518191589356357	-3.35931336287021	0.000781364105093956	0.0188448155698816
ENSG00000091986	CCDC80	coiled-coil domain containing 80	protein-coding	6016.61415546783	1.23998156291455	0.381101249825587	3.25368012695323	0.00113920476454817	0.0242443587355105
ENSG00000092621	PHGDH	phosphoglycerate dehydrogenase	protein-coding	443.959792063666	-1.32202224244787	0.348246017461457	-3.79623075687918	0.000146912757424059	0.00575535326445342
ENSG00000092929	UNC13D	unc-13 homolog D	protein-coding	1402.15389983956	-1.23685489496998	0.305727642776112	-4.04561028155293	5.21869903878959e-05	0.00283583846775318
ENSG00000094755	GABRP	gamma-aminobutyric acid type A receptor subunit pi	protein-coding	64.369232107213	2.09255286727912	0.583628073182115	3.585421886699	0.000336533724750534	0.010513198342813
ENSG00000095370	SH2D3C	SH2 domain containing 3C	protein-coding	589.036245671995	-1.17755760644302	0.37641387750492	-3.12835864142025	0.00175785544134178	0.0324307298314605
ENSG00000095397	WHRN	whirlin	protein-coding	163.396769377085	1.31544781642404	0.352160155079978	3.73536812001147	0.000187440791021374	0.00682989331543606
ENSG00000095713	CRTAC1	cartilage acidic protein 1	protein-coding	530.242274872798	-2.02885825122521	0.437679646116164	-4.63548686631577	3.56098335295796e-06	0.000361027659474196
ENSG00000095794	CREM	cAMP responsive element modulator	protein-coding	623.083150791025	1.26120257358241	0.406014594116866	3.10629862043675	0.00189445295594577	0.0343716862321925
ENSG00000095917	TPSD1	tryptase delta 1	protein-coding	61.5309348146085	1.60064113506179	0.527215486222437	3.03602829751944	0.0023971686555747	0.0399814138525745
ENSG00000097096	SYDE2	synapse defective Rho GTPase homolog 2	protein-coding	669.661245812848	-1.26066377081964	0.263462905574338	-4.78497634447416	1.71007472103691e-06	0.000200624709246764
ENSG00000099194	SCD	stearoyl-CoA desaturase	protein-coding	9267.86793083655	-1.37913149188901	0.470661592020464	-2.93019765213611	0.00338746463560062	0.0491923660842294
ENSG00000099849	RASSF7	Ras association domain family member 7	protein-coding	619.07426500299	-1.01183319766006	0.262862556723642	-3.84928614509308	0.000118462557097533	0.00506681940991968
ENSG00000099937	SERPIND1	serpin family D member 1	protein-coding	96.1943781238	1.25741709053344	0.360374745290248	3.4891931439888	0.000484480949603287	0.0133454695790722
ENSG00000099953	MMP11	matrix metallopeptidase 11	protein-coding	89.2181891876333	2.28918513297319	0.51829523825905	4.4167589512544	1.00191854224304e-05	0.000809631518693003
ENSG00000099954	CECR2	CECR2 histone acetyl-lysine reader	protein-coding	348.253243062766	-1.14685458867612	0.37065598177929	-3.09412135525449	0.00197396725359623	0.0351446413711413
ENSG00000099958	DERL3	derlin 3	protein-coding	34.0861975834179	1.96427401613496	0.465791345214328	4.21706851429608	2.47498793871434e-05	0.00160354322100312
ENSG00000100078	PLA2G3	phospholipase A2 group III	protein-coding	141.289151897708	-2.01809973269929	0.437889358080439	-4.60869782619512	4.05198724461442e-06	0.000403338493953687
ENSG00000100298	APOBEC3H	apolipoprotein B mRNA editing enzyme catalytic subunit 3H	protein-coding	15.9075452622776	1.46361711968271	0.38792957830221	3.77289384864204	0.000161364954718965	0.00616707005827332
ENSG00000100376	FAM118A	family with sequence similarity 118 member A	protein-coding	511.202069032691	1.12925986594309	0.336079443693911	3.36009799805423	0.000779148298124092	0.0188448155698816
ENSG00000100739	BDKRB1	bradykinin receptor B1	protein-coding	47.3206723410293	3.17829469393591	0.949115861446607	3.34868989449999	0.000811946184914859	0.019305982088437
ENSG00000100979	PLTP	phospholipid transfer protein	protein-coding	1726.56852657677	1.51161881124277	0.327330754341185	4.61801645948358	3.87425529689341e-06	0.000388674939226779
ENSG00000101096	NFATC2	nuclear factor of activated T cells 2	protein-coding	664.906418089112	1.1130456876686	0.317293754901454	3.507934431342	0.000451600340522934	0.0126953999902664
ENSG00000101098	RIMS4	regulating synaptic membrane exocytosis 4	protein-coding	83.1287902539369	-1.92305858521071	0.33716186743925	-5.70366571942542	1.17257927226521e-08	3.77622257107881e-06
ENSG00000101134	DOK5	docking protein 5	protein-coding	30.6205490839318	1.57162821160643	0.395048685067544	3.97831525837814	6.940530746179e-05	0.00348602483510491
ENSG00000101144	BMP7	bone morphogenetic protein 7	protein-coding	88.1353041522765	1.22256490436612	0.350102496823339	3.49201995261125	0.000479382436276188	0.013238330355627
ENSG00000101162	TUBB1	tubulin beta 1 class VI	protein-coding	76.7920960453595	-2.15647407416437	0.47945303700902	-4.49777956902126	6.86668358445266e-06	0.000599097624764657
ENSG00000101224	CDC25B	cell division cycle 25B	protein-coding	1124.80204428106	-1.05979076572087	0.305176900056318	-3.47270964979751	0.000515232425579888	0.0140256813766442
ENSG00000101230	ISM1	isthmin 1	protein-coding	148.697983854519	1.92066389349131	0.330613494646926	5.80939352019629	6.26995561827344e-09	2.2884293014095e-06
ENSG00000101255	TRIB3	tribbles pseudokinase 3	protein-coding	409.487533546141	-2.21315554310848	0.381677619670309	-5.79849440745357	6.69129341457529e-09	2.40217433583253e-06
ENSG00000101412	E2F1	E2F transcription factor 1	protein-coding	122.49838479751	-1.30468521310349	0.399964034941835	-3.26200632837705	0.00110626673880363	0.0237551333538014
ENSG00000101443	WFDC2	WAP four-disulfide core domain 2	protein-coding	823.905853678185	1.44576087384378	0.492002853473477	2.93852131880312	0.0032978197666602	0.0484690973624776
ENSG00000101665	SMAD7	SMAD family member 7	protein-coding	760.1614925486	-1.00058600485157	0.294947613993008	-3.39241939036431	0.000692783130649165	0.017418206404232
ENSG00000101825	MXRA5	matrix remodeling associated 5	protein-coding	1814.17117664517	1.24636927695789	0.381998348548492	3.262760903794	0.00110332561817099	0.023734506593641
ENSG00000101842	VSIG1	V-set and immunoglobulin domain containing 1	protein-coding	98.6883818558363	2.7910223911102	0.621275255230286	4.49240874735251	7.04220963202173e-06	0.000611973606077952
ENSG00000102096	PIM2	Pim-2 proto-oncogene, serine/threonine kinase	protein-coding	780.264329881409	1.5762568482468	0.318465967882002	4.94952995677967	7.43929272301179e-07	0.000107179652198181
ENSG00000102109	PCSK1N	proprotein convertase subtilisin/kexin type 1 inhibitor	protein-coding	50.4408447626328	2.33769751856223	0.451026215410582	5.18306350870127	2.18270673620014e-07	4.05077074712261e-05
ENSG00000102445	RUBCNL	rubicon like autophagy enhancer	protein-coding	368.171326652792	1.45091364319268	0.495307787939701	2.92931724176586	0.00339707514925835	0.0492339832518919
ENSG00000102466	FGF14	fibroblast growth factor 14	protein-coding	204.265225448984	1.11623649368847	0.352133163640947	3.16992720068435	0.00152477134376545	0.0294712865464428
ENSG00000102683	SGCG	sarcoglycan gamma	protein-coding	48.3195982608451	-1.44019584707852	0.434007741892927	-3.31836441625925	0.000905462689765826	0.0206334312624161
ENSG00000102760	RGCC	regulator of cell cycle	protein-coding	2664.96553315865	-1.32667357323715	0.353434150704436	-3.75366548646454	0.000174267390866395	0.00651242592590986
ENSG00000102802	MEDAG	mesenteric estrogen dependent adipogenesis	protein-coding	848.230022667793	2.86851496856108	0.614306505456489	4.66951748529751	3.0190800337443e-06	0.000314832541233173
ENSG00000102934	PLLP	plasmolipin	protein-coding	419.820735656159	-1.55930363947963	0.306766466126135	-5.08303159458923	3.71457884514903e-07	6.11620767894125e-05
ENSG00000102962	CCL22	C-C motif chemokine ligand 22	protein-coding	47.9096147088258	1.68478454327002	0.505478848894227	3.33304656951643	0.000859005628896299	0.0200547593466952
ENSG00000103034	NDRG4	NDRG family member 4	protein-coding	332.840600002838	-1.4890134215497	0.392164074562189	-3.79691439918872	0.000146508352218655	0.00574979642515469
ENSG00000103241	FOXF1	forkhead box F1	protein-coding	358.641198340963	-1.24531654060993	0.419945339525654	-2.96542531467683	0.00302264727317171	0.0461065934184138
ENSG00000103460	TOX3	TOX high mobility group box family member 3	protein-coding	81.3539195456262	1.03483823052234	0.321203337424916	3.22175429065783	0.00127408346160338	0.0263716008749077
ENSG00000103742	IGDCC4	immunoglobulin superfamily DCC subclass member 4	protein-coding	87.2151929643706	1.35955005859213	0.411379395456009	3.30485696077482	0.000950248833868832	0.0213649889249421
ENSG00000104140	RHOV	ras homolog family member V	protein-coding	126.422426877258	2.79449631724788	0.888392554592759	3.14556476503665	0.00165766488310679	0.031026669465945
ENSG00000104267	CA2	carbonic anhydrase 2	protein-coding	460.799267880684	-1.77349117790481	0.417407294352757	-4.24882651045865	2.14893259078968e-05	0.00145477183696666
ENSG00000104332	SFRP1	secreted frizzled related protein 1	protein-coding	304.301899195067	1.63644799796387	0.387556985629121	4.22247065243175	2.41638869994951e-05	0.00157022243739449
ENSG00000104369	JPH1	junctophilin 1	protein-coding	206.643920978687	-1.10981797747511	0.245555121266305	-4.51962871615902	6.1948175317748e-06	0.000553715547462598
ENSG00000104549	SQLE	squalene epoxidase	protein-coding	1217.26500180112	-1.47537021325918	0.409307810566735	-3.60454937621727	0.000312694999162849	0.00989553148362316
ENSG00000104783	KCNN4	potassium calcium-activated channel subfamily N member 4	protein-coding	158.358216281645	1.52553986320736	0.307347134147428	4.96357276094071	6.92080966434178e-07	0.00010037007340359
ENSG00000104974	LILRA1	leukocyte immunoglobulin like receptor A1	protein-coding	101.573612403869	-1.56760530810539	0.324255749524396	-4.83447189573257	1.33499562769781e-06	0.000166108348016786
ENSG00000105369	CD79A	CD79a molecule	protein-coding	121.9648292921	2.5903829281263	0.455672463462538	5.68474756723862	1.31006019865785e-08	4.09842975577262e-06
ENSG00000105509	HAS1	hyaluronan synthase 1	protein-coding	333.779371409309	3.74193421587465	0.894758059240626	4.18206260030829	2.88876400789997e-05	0.00181263733550147
ENSG00000105641	SLC5A5	solute carrier family 5 member 5	protein-coding	88.1452713772389	2.86708780243254	0.874588653180142	3.27821289700862	0.00104466573290508	0.0229000349198082
ENSG00000105664	COMP	cartilage oligomeric matrix protein	protein-coding	181.409801944194	3.6893685946269	0.527032254542745	7.00027097549809	2.55467920923163e-12	3.38848467176971e-09
ENSG00000105696	TMEM59L	transmembrane protein 59 like	protein-coding	30.3360050023767	1.93254146410646	0.577932976244983	3.34388509315182	0.000826139476633487	0.0194952892228413
ENSG00000105707	HPN	hepsin	protein-coding	217.484549421974	-1.4660720839995	0.385238853586851	-3.80561843736508	0.000141450306096962	0.00564229554320105
ENSG00000105792	CFAP69	cilia and flagella associated protein 69	protein-coding	376.441383448169	1.32238596947137	0.361572273326978	3.65732127992984	0.000254864846156523	0.00844369934339136
ENSG00000105855	ITGB8	integrin subunit beta 8	protein-coding	1007.17388078689	1.3934297124897	0.356454459559225	3.90913811041317	9.26260002846616e-05	0.00431267679777122
ENSG00000105971	CAV2	caveolin 2	protein-coding	2964.05189929761	-1.22094374037175	0.305505268713298	-3.99647359770265	6.42930485214734e-05	0.00330505509289142
ENSG00000105974	CAV1	caveolin 1	protein-coding	6959.82366258501	-1.17715998270636	0.349787775361524	-3.36535483977307	0.000764452792257447	0.0186630453708426
ENSG00000106025	TSPAN12	tetraspanin 12	protein-coding	618.250042276915	-1.30234008814796	0.349343932092106	-3.72795966527505	0.000193036262806856	0.00697574442113423
ENSG00000106366	SERPINE1	serpin family E member 1	protein-coding	4068.63366112299	2.25794435531217	0.671942050465526	3.36032601881048	0.000778505463023089	0.0188448155698816
ENSG00000106483	SFRP4	secreted frizzled related protein 4	protein-coding	463.88412015578	1.35595184947384	0.365464391265967	3.71021604807195	0.00020708244823839	0.00730454585425936
ENSG00000106484	MEST	mesoderm specific transcript	protein-coding	514.44828687429	-1.2873269588193	0.386795649731437	-3.32818365385734	0.00087414219704764	0.0201928691699855
ENSG00000106537	TSPAN13	tetraspanin 13	protein-coding	1481.00734866932	-1.37510419872722	0.253115755859666	-5.43270881757997	5.55049408304532e-08	1.33571725191879e-05
ENSG00000106688	SLC1A1	solute carrier family 1 member 1	protein-coding	841.299048302643	-1.20960563058089	0.35760494222354	-3.38251933281382	0.000718242222829081	0.0178692071165084
ENSG00000106809	OGN	osteoglycin	protein-coding	594.320518472416	1.56998634318577	0.308123047696639	5.095322647631	3.48147809987425e-07	5.86468376224201e-05
ENSG00000106819	ASPN	asporin	protein-coding	594.720555179255	1.78725627737353	0.365680749588749	4.88747706676796	1.02136388410194e-06	0.000139792798112178
ENSG00000106823	ECM2	extracellular matrix protein 2	protein-coding	492.109363760454	1.24105134149695	0.314296833578785	3.94866002105571	7.85898732894959e-05	0.0038329270951688
ENSG00000106952	TNFSF8	TNF superfamily member 8	protein-coding	234.296802868369	1.07040905141821	0.320157429941817	3.34338344611507	0.000827634527824764	0.0195095463130619
ENSG00000106976	DNM1	dynamin 1	protein-coding	229.835721219471	1.06632666211915	0.289225309294031	3.68683731282697	0.00022705841133505	0.00779365540725118
ENSG00000107295	SH3GL2	SH3 domain containing GRB2 like 2, endophilin A1	protein-coding	36.2906101155053	-1.37526963078752	0.310721538063369	-4.42605182556429	9.59734755239797e-06	0.00078347930113278
ENSG00000107562	CXCL12	C-X-C motif chemokine ligand 12	protein-coding	1030.8185264633	1.26093374149299	0.290270502060252	4.34399545438917	1.39914411218138e-05	0.00103164501389428
ENSG00000108176	DNAJC12	DnaJ heat shock protein family (Hsp40) member C12	protein-coding	57.6375459564309	1.62772607928861	0.47176234878565	3.45030942693603	0.000559944352085933	0.014972187260476
ENSG00000108244	KRT23	keratin 23	protein-coding	82.4686498697134	1.93862299393539	0.600874710069856	3.22633481064631	0.00125386587128959	0.0260269276922946
ENSG00000108576	SLC6A4	solute carrier family 6 member 4	protein-coding	1153.65607367547	-2.67088890829789	0.672774360704656	-3.96996238902509	7.18839780237744e-05	0.00358584791513129
ENSG00000108622	ICAM2	intercellular adhesion molecule 2	protein-coding	198.843297633762	-1.10272324027304	0.311374846575835	-3.54146538296075	0.000397911067894962	0.0116651331671108
ENSG00000108688	CCL7	C-C motif chemokine ligand 7	protein-coding	18.9682046206707	2.19562146098411	0.749704181604743	2.92865041286602	0.00340437073263728	0.0492768776291643
ENSG00000109084	TMEM97	transmembrane protein 97	protein-coding	568.276516780744	-2.07290705342449	0.445017017435515	-4.65803996748252	3.19234244025911e-06	0.00032667807055717
ENSG00000109321	AREG	amphiregulin	protein-coding	1000.61087411594	1.4843688145123	0.487008668960402	3.04793098997791	0.00230422836942645	0.0389642586157809
ENSG00000109501	WFS1	wolframin ER transmembrane glycoprotein	protein-coding	1338.53401620919	-1.11254317059537	0.334324312724379	-3.32773635733923	0.000875546823725949	0.0202031960533417
